Ticker,Setor,Indústria,Preço Atual,Preço Máximo 52 Semanas,Preço Mínimo 52 Semanas,Volume Médio Diário,Market Cap,P/L,P/L Futuro,P/VP,PEG Ratio,Margem Lucro,ROE,ROA,Crescimento Receita,Dividend Yield,Beta,Dívida/Patrimônio,Short Ratio
NVDA,Technology,Semiconductors,192.04,212.19,86.62,163224800,4675232858112,47.53094,24.43806,39.252857,,0.53007,1.07359,0.53528,0.625,0.02,2.314,9.102,1.61
AAPL,Technology,Consumer Electronics,272.91,288.62,169.21,47115370,4011210833920,34.501896,29.347782,45.500168,,0.27037,1.5202099,0.24377,0.157,0.39,1.107,102.63,2.36
MSFT,Technology,Software - Infrastructure,386.385,555.45,344.79,36840780,2871759470592,24.164165,20.498323,7.3436284,,0.39044,0.34390998,0.1486,0.167,0.95,1.084,31.539,1.8
AMZN,Consumer Cyclical,Internet Retail,209.1,258.6,161.38,65012090,2244671963136,29.203913,22.496765,5.458675,,0.108339995,0.22286,0.06928,0.136,,1.385,43.435,1.78
GOOGL,Communication Services,Internet Content & Information,310.9,349.0,140.53,38863730,3760957423616,28.760405,23.180285,9.050156,,0.32810003,0.35705003,0.15427,0.18,0.27,1.086,16.133,2.55
GOOG,Communication Services,Internet Content & Information,311.13,350.15,142.66,22814980,3763739820032,28.755085,23.197433,9.05685,,0.32810003,0.35705003,0.15427,0.18,0.27,1.086,16.133,2.63
META,Communication Services,Internet Content & Information,638.22,796.25,479.8,12703780,1614412775424,27.146744,17.834099,7.4326572,,0.30084,0.30238,0.16212,0.238,0.33,1.284,39.164,1.87
AVGO,Technology,Semiconductors,325.155,414.61,138.1,19336680,1541648809984,68.30987,22.388678,5.4905353,,0.36198002,0.31048,0.09788,0.164,0.79,1.221,166.032,2.18
TSLA,Consumer Cyclical,Auto Manufacturers,403.5849,498.83,214.25,57367690,1514478501888,373.70297,143.92052,18.431713,,0.040009998,0.049250003,0.02095,-0.031,,1.887,17.763,1.02
BRK.B,,,0.0,0.0,0.0,0,0,,,,,,,,,,,,
WMT,Consumer Defensive,Discount Stores,127.51,134.69,79.81,30688450,1016618287104,46.70696,38.82517,10.203249,,0.0307,0.21847,0.06869,0.056,0.79,0.671,63.19,2.26
LLY,Healthcare,Drug Manufacturers - General,1055.92,1133.95,623.78,3223710,996110041088,45.96953,25.259047,35.60681,,0.31667,1.01159,0.19415002,0.426,0.59,0.394,165.31,2.48
JPM,Financial Services,Banks - Diversified,295.67,337.25,202.16,9621170,797431627776,14.761358,12.585816,2.3283303,,0.3391,0.16134001,0.01354,0.025,2.02,1.053,,1.62
XOM,Energy,Oil & Gas Integrated,149.43,156.93,97.8,21290480,630171041792,22.33632,17.924143,2.407482,,0.089049995,0.110810004,0.04902,-0.013,2.73,0.358,18.936,2.65
JNJ,Healthcare,Drug Manufacturers - General,246.605,247.25,141.5,9800220,594293161984,22.33741,19.66207,7.2820015,,0.28456,0.35029998,0.086780004,0.091,2.12,0.347,60.499,2.16
V,Financial Services,Credit Services,305.6,375.51,299.0,8515270,589208879104,28.721804,21.028889,15.254068,,0.50233,0.53954,0.18364,0.146,0.87,0.78,54.612,3.21
MU,Technology,Semiconductors,429.965,455.5,61.54,33209760,484025237504,40.879276,9.652401,8.234404,,0.28146,0.22554001,0.10934,0.567,0.11,1.505,21.244,0.83
COST,Consumer Defensive,Discount Stores,995.65,1067.08,844.06,1960440,442026491904,53.414703,44.71851,14.585714,,0.02961,0.30325,0.08524,0.083,0.53,1.008,26.968,2.68
MA,Financial Services,Credit Services,493.765,601.77,465.59,3642040,440654495744,29.888922,21.82958,57.056274,,0.45646998,2.09915,0.23719999,0.176,0.7,0.821,256.042,1.65
ORCL,Technology,Software - Infrastructure,144.46,345.72,118.86,26712420,415191203840,27.205275,18.275806,13.857075,,0.25280002,0.69026,0.06864,0.142,1.42,1.633,432.511,1.55
ABBV,Healthcare,Drug Manufacturers - General,228.84,244.81,164.39,6838390,404448280576,96.9661,14.239588,-123.697296,,0.0691,62.25,0.09807,0.1,2.94,0.334,,2.86
HD,Consumer Cyclical,Home Improvement Retail,388.1,426.75,326.31,3548260,386358018048,26.473398,23.647907,31.871561,,0.087740004,1.62909,0.13226,0.028,2.44,1.089,544.586,2.78
PG,Consumer Defensive,Household & Personal Products,165.405,179.99,137.62,12383650,386507407360,24.468195,22.56339,7.353621,,0.19299999,0.31562,0.10898,0.015,2.56,0.38,68.719,2.03
CVX,Energy,Oil & Gas Integrated,184.977,187.9,132.04,9623780,369834426368,27.857983,20.201937,1.9481106,,0.06611,0.0716,,-0.06,3.85,0.672,21.239,1.7
BAC,Financial Services,Banks - Diversified,50.215,57.55,33.07,41403600,366694825984,13.1797905,10.106204,1.3062875,,0.28401,0.1019,0.00915,0.132,2.15,1.273,,2.41
CAT,Industrials,Farm & Heavy Construction Machinery,768.5,789.81,267.3,3186200,359642300416,40.79087,27.998297,16.773249,,0.13144,0.43526,0.07891,0.18,0.8,1.554,206.67,2.58
GE,Industrials,Aerospace & Defense,339.38,344.3,159.36,4950450,357982732288,42.26401,39.79802,19.056658,,0.18982,0.44692,0.0468,0.176,0.55,1.384,114.07,2.64
KO,Consumer Defensive,Beverages - Non-Alcoholic,80.61,81.0752,65.35,19948880,346752712704,26.516447,23.2767,10.77962,,0.2734,0.43323,0.09147,0.024,2.56,0.364,139.793,1.93
AMD,Technology,Semiconductors,210.645,267.08,76.48,31548460,343437901824,80.7069,19.769854,5.4500647,,0.12515001,0.07082,0.032,0.341,,1.949,6.359,0.94
NFLX,Communication Services,Entertainment,76.9156,134.115,75.01,40911900,326267502592,30.401424,20.130705,12.201079,,0.24304001,0.42762002,0.15251,0.176,,1.712,63.782,1.53
CSCO,Technology,Communication Equipment,78.395,88.19,52.11,31829370,309746040832,28.19964,17.36008,6.486967,,0.18756,0.23754999,0.06994,0.097,2.16,0.865,66.509,2.83
MRK,Healthcare,Drug Manufacturers - General,124.32,124.32,73.31,10818850,310524411904,17.076923,12.69696,5.9640203,,0.28078,0.37166,,0.05,2.75,0.296,79.708,2.37
LRCX,Technology,Semiconductor Equipment & Materials,247.08,251.87,56.32,8994360,310339895296,50.735115,35.898388,30.469849,,0.3022,0.65565,0.21047,0.221,0.43,1.776,44.195,2.28
PLTR,Technology,Software - Infrastructure,129.11,207.52,66.12,54681650,308789248000,204.93651,70.64185,41.7967,,0.36310002,0.25983,0.11597,0.7,,1.687,3.063,1.17
AMAT,Technology,Semiconductor Equipment & Materials,376.57,379.1699,123.74,8533820,298891706368,38.622566,27.32923,13.761009,,0.27784002,0.38863,0.14849,-0.021,0.49,1.677,33.108,1.86
PM,Consumer Defensive,Tobacco,186.935,190.98,142.11,4603220,290997895168,25.748621,20.34671,-29.117601,,0.27918,,0.15964,0.068,3.14,0.409,,3.83
GS,Financial Services,Capital Markets,899.52,984.7,439.38,2450330,272303685632,17.531086,13.837338,2.5164285,,0.28917998,0.13885,0.00985,0.152,2.02,1.311,528.8,2.54
RTX,Industrials,Aerospace & Defense,198.26,206.73,112.27,6201720,266121936896,39.89135,26.400803,4.0788364,,0.07598,0.109519996,0.03877,0.121,1.35,0.418,59.513,1.79
MS,Financial Services,Capital Markets,168.01,192.68,94.33,8290360,267019845632,16.455435,13.676027,2.6101885,,0.23986,0.15614,0.012920001,0.11,2.4,1.179,455.747,2.11
WFC,Financial Services,Banks - Diversified,83.99,97.76,58.42,15133540,263651704832,13.416932,10.599886,1.5789374,,0.26659,0.11732,0.01047,0.05,2.11,1.062,,1.93
UNH,Healthcare,Healthcare Plans,272.04,606.36,234.6,7847730,246424338432,20.54683,13.584409,2.4733384,,0.02694,0.12538,0.039,0.123,3.13,0.415,77.08,1.29
TMUS,Communication Services,Telecom Services,222.205,276.49,181.36,7794520,248537759744,22.860596,15.809058,4.154607,,0.124469995,0.18177,0.05678,0.113,1.85,0.435,208.851,2.3
MCD,Consumer Cyclical,Restaurants,334.505,336.0,283.47,3954710,238704246784,28.015495,23.365734,-133.37521,,0.3185,,0.1351,0.097,2.22,0.528,,2.66
GEV,Industrials,Specialty Industrial Machinery,867.47,869.83,252.25,2191340,235362336768,48.95429,38.482933,20.917004,,0.1283,0.42641,0.02338,0.038,0.18,,9.727,2.29
LIN,Basic Materials,Specialty Chemicals,500.3,501.45,387.78,2987620,234595434496,34.26712,25.678402,6.099211,,0.20297001,0.17817,0.07082,0.058,1.2,0.847,67.912,2.83
PEP,Consumer Defensive,Beverages - Non-Alcoholic,168.11,171.48,127.6,7996250,229863555072,28.06511,18.414398,11.261388,,0.08773,0.42848,0.09054,0.056,3.38,0.416,258.081,2.93
INTC,Technology,Semiconductors,45.38,54.6,17.67,81199090,226711175168,,45.789867,1.9833071,,-0.00505,0.00022,0.0028400002,-0.041,,1.377,37.282,0.8
AXP,Financial Services,Credit Services,318.12,387.49,220.43,3482010,219137490944,20.670565,15.835067,6.519387,,0.16174999,0.33992,0.03791,0.106,1.02,1.128,190.921,2.4
IBM,Technology,Information Technology Services,231.9,324.9,214.5,7349730,216765087744,20.798206,17.28247,6.651942,,0.15685001,0.35158002,0.05084,0.122,3.01,0.691,197.328,4.17
VZ,Communication Services,Telecom Services,49.58,50.48,38.39,33190790,209112793088,12.211823,9.445141,2.0016148,,0.124280006,0.17069,0.05014,0.02,5.7,0.316,174.78,3.37
AMGN,Healthcare,Drug Manufacturers - General,381.11,385.12,261.43,2726220,205444071424,26.78215,16.386978,23.717094,,0.20982,1.0610299,0.07931,0.086,2.55,0.472,640.275,5.06
ABT,Healthcare,Medical Devices,114.47,141.23,105.27,8840230,199230341120,30.771505,18.333797,3.8133788,,0.14718,0.12961,0.05752,0.044,2.19,0.751,26.787,1.67
NEE,Utilities,Utilities - Regulated Electric,94.99,95.56,61.72,8324280,197913739264,28.78485,21.678059,3.6233597,,0.24934,0.083739996,0.025710002,0.207,2.65,0.761,146.242,4.65
T,Communication Services,Telecom Services,28.28,29.79,22.95,40625820,200454176768,9.300987,11.100598,1.8002673,,0.17472,0.18805,0.040749997,0.036,3.89,0.608,124.179,2.78
KLAC,Technology,Semiconductor Equipment & Materials,1506.98,1693.35,551.33,907260,198005620736,43.858555,32.530334,36.157684,,0.35764,1.00726,0.21087,0.072,0.51,1.455,111.778,2.18
TMO,Healthcare,Diagnostics & Research,518.31,643.99,385.46,2662220,194733244416,29.167698,19.254515,3.648503,,0.15045999,0.13024001,0.05039,0.072,0.33,0.949,73.566,1.89
TXN,Technology,Semiconductors,212.725,231.32,139.95,6742570,193286848512,39.032112,26.893106,11.856259,,0.28283,0.30148,0.108710006,0.104,2.58,0.995,90.819,2.72
C,Financial Services,Banks - Diversified,109.195,125.16,55.51,13785170,195378921472,15.621603,9.039321,0.9926277,,0.18893999,0.06831,0.00577,0.044,2.17,1.141,,1.82
DIS,Communication Services,Entertainment,106.4,124.69,80.1,11429150,188688384000,15.670103,14.468612,1.7420063,,0.128,0.12024,0.04366,0.052,1.44,1.419,40.909,2.24
GILD,Healthcare,Drug Manufacturers - General,148.645,157.29,93.37,7780740,184420843520,21.891754,15.401425,8.155657,,0.28903,0.40655,0.12516,0.047,2.19,0.387,108.728,3.23
APH,Technology,Electronic Components,149.66,167.04,56.45,8274910,183964319744,44.808384,29.074139,13.686328,,0.1849,0.36851,0.13108,0.491,0.68,1.21,118.935,1.63
BA,Industrials,Aerospace & Defense,233.735,254.35,128.88,5594840,183563091968,93.86948,48.922485,33.664845,,0.02498,2.90084,-0.019989999,0.571,,1.14,1032.894,1.57
ISRG,Healthcare,Medical Instruments & Supplies,493.905,603.88,425.0,1870560,175400599552,62.757942,43.196095,9.839921,,0.28375998,0.16690001,0.09392,0.188,,1.662,0.953,3.63
TJX,Consumer Cyclical,Apparel Retail,157.46,160.46,112.1,4798940,175243345920,34.75938,30.445822,18.68296,,0.086789995,0.58396,0.12331,0.075,1.08,0.738,140.977,2.31
ADI,Technology,Semiconductors,356.98,362.49,158.65,4523620,174796734464,78.457146,27.791685,5.158149,,0.23024,0.07862,0.0454,0.304,1.15,1.031,25.753,2.52
CRM,Technology,Software - Application,185.715,313.7,174.57,13293870,176800677888,24.828209,14.1604595,2.9146852,,0.17913,0.12184,0.059499998,0.086,0.93,1.276,19.385,1.95
DE,Industrials,Farm & Heavy Construction Machinery,636.59,674.19,404.42,2500940,172563300352,34.41027,27.56813,6.542616,,0.10302,0.19566,0.03961,0.13,1.0,1.004,237.049,4.69
BLK,Financial Services,Asset Management,1075.95,1219.94,773.74,812720,166934609920,30.44567,17.377008,3.0062866,,0.22930999,0.10686,,0.234,2.14,1.488,24.32,2.07
SCHW,Financial Services,Capital Markets,92.93,107.5,65.88,17393750,168688336896,19.984945,13.679937,3.8956194,,0.37005,0.18110001,,0.189,1.38,0.909,99.789,1.75
ANET,Technology,Computer Hardware,128.85,164.94,59.43,9997750,162258894848,46.85455,30.391874,13.087862,,0.38991,0.314,0.14392,0.289,,1.444,0.179,1.62
UNP,Industrials,Railroads,265.75,267.81,204.66,3871840,157693788160,22.201336,19.679165,8.537056,,0.29123,0.40377,0.09072,-0.006,2.09,0.987,177.733,8.04
LOW,Consumer Cyclical,Home Improvement Retail,279.955,293.06,206.39,2632650,157041164288,23.194283,21.636724,-15.127795,,0.08045,,0.13182001,0.032,1.75,0.978,,3.53
PFE,Healthcare,Drug Manufacturers - General,27.285,27.94,20.92,40666840,155134541824,20.0625,9.626104,1.6717726,,0.124180004,0.085760005,,-0.012,6.36,0.441,66.531,3.0
HON,Industrials,Conglomerates,243.65,246.0,169.04807,3704360,164188340224,32.228836,21.198256,11.132688,,0.1263,0.26136,0.05945,-0.033,1.96,0.93,236.613,2.59
QCOM,Technology,Semiconductors,144.71,205.95,120.8,10307430,154556809216,29.175404,12.800034,6.7360244,,0.11958,0.2148,0.14047,0.05,2.54,1.238,64.218,3.87
LMT,Industrials,Aerospace & Defense,664.08,669.75,410.11,1359640,153666650112,30.930603,20.754608,22.627007,,0.06685,0.76865,0.07569,0.091,2.04,0.23,338.804,1.19
DHR,Healthcare,Diagnostics & Research,212.1106,242.8,171.0,4796430,149940977664,42.253105,23.273869,2.8541713,,0.1471,0.07053,0.03641,0.046,0.61,0.958,35.055,1.93
UBER,Technology,Software - Application,71.1525,101.99,60.63,22260120,147842826240,15.042811,16.595297,5.4410415,,0.19326,0.39925998,0.061529998,0.201,,1.206,43.806,2.57
WELL,Real Estate,REIT - Healthcare Facilities,208.645,216.43,130.29,3814730,145582571520,146.9331,63.034744,3.449419,,0.08644,0.025390001,0.00556,0.413,1.41,0.832,49.488,4.4
SYK,Healthcare,Medical Devices,380.29,404.87,329.16,2124420,145532682240,45.32658,22.727232,6.488041,,0.12923999,0.15079,0.079229996,0.114,0.91,0.869,72.971,2.16
ETN,Industrials,Specialty Industrial Machinery,372.911,408.45,231.85,2792080,145174249472,35.65115,24.274883,7.452407,,0.1489,0.21525998,0.08282,0.131,1.15,1.18,54.091,2.59
COP,Energy,Oil & Gas E&P,109.69,113.8,79.88,7755390,134078390272,17.274017,16.181234,2.0839746,,0.13252,0.12357,0.06421,-0.068,3.06,0.291,37.828,1.77
NEM,Basic Materials,Gold,123.15,134.88,41.23,8351170,135274078208,19.122671,11.903001,3.9581525,,0.31254,0.22343999,0.121429995,0.206,0.84,0.437,16.738,2.18
BKNG,Consumer Cyclical,Travel Services,4061.01,5839.41,3765.45,688100,131616874496,26.426825,12.969281,-23.220234,,0.20076999,,0.20815,0.16,0.99,1.186,,3.6
APP,Communication Services,Advertising Agencies,386.98,745.61,200.5,8799530,130920366080,38.505474,26.233976,61.328053,,0.60827,2.12945,0.3953,0.659,,2.49,171.801,2.46
CB,Financial Services,Insurance - Property & Casualty,332.78,336.88,264.1,1788490,130965848064,12.963771,11.494472,1.7645874,,0.17131001,0.14337,0.032309998,0.08,1.16,0.488,25.256,2.34
PLD,Real Estate,REIT - Industrial,139.815,142.4,85.35,3070020,129966292992,39.273876,41.766243,2.4451733,,0.36205003,0.06127,0.02459,0.04,3.04,1.439,61.78,3.2
GLW,Technology,Electronic Components,150.67,152.29,37.31,12072160,129267040256,82.33333,39.018818,10.936342,,0.10212,0.14904,0.04948,0.204,0.77,1.124,76.192,1.83
PH,Industrials,Specialty Industrial Machinery,1020.125,1026.285,488.45,635420,128756637696,37.176567,29.961159,8.997002,,0.17287001,0.25781,0.094440006,0.091,0.71,1.242,68.925,2.09
BMY,Healthcare,Drug Manufacturers - General,61.795,63.33,42.52,11906750,125843890176,17.859825,10.125115,6.8108673,,0.14637,0.40442002,0.10293,0.013,4.11,0.295,254.982,2.42
MDT,Healthcare,Medical Devices,97.315,106.33,79.55,9883980,124817784832,27.182962,15.958799,2.5642276,,0.13,,,0.087,2.88,0.718,59.563,2.6
SPGI,Financial Services,Financial Data & Stock Exchanges,414.82,579.05,381.61,4581460,125607501824,28.31536,18.795727,3.9820302,,0.29154,0.13087,0.06656,0.09,0.96,1.201,37.912,2.17
ACN,Technology,Information Technology Services,201.3501,365.58,196.09,7026220,124865028096,16.654268,13.516033,4.0139966,,0.107609995,0.25016,0.11125,0.06,3.24,1.236,25.694,2.83
VRTX,Healthcare,Biotechnology,487.34,519.68,362.5,1730260,123801018368,31.852287,22.25692,6.6313787,,0.32939997,0.22541,0.12162,0.095,,0.319,10.908,3.04
COF,Financial Services,Credit Services,192.535,259.64,143.22,5011880,122400980992,57.302086,7.8331122,1.1122376,,0.074829996,0.02394,0.0036000002,0.516,1.68,1.124,,1.41
PGR,Financial Services,Insurance - Property & Casualty,204.51,292.99,197.92,3343960,119883759616,10.634945,12.6879835,3.952877,,0.12903,0.40448,0.079229996,0.122,6.82,0.318,22.745,1.78
HCA,Healthcare,Medical Care Facilities,526.18,552.9,295.0,1136560,117665529856,18.56014,15.81815,-19.608706,,0.08974,,0.12439,0.067,0.58,1.365,,3.78
MCK,Healthcare,Medical Distribution,957.745,971.93,601.45,800220,118211256320,27.640547,21.656822,-90.75571,,0.01091,,0.0433,0.114,0.35,0.413,,3.25
PANW,Technology,Software - Infrastructure,143.7099,223.61,142.45,23054460,116128317440,90.38358,36.082176,10.755924,,0.12956999,0.16259001,0.03211,0.149,,0.75,4.887,7.5
MO,Consumer Defensive,Tobacco,68.6401,69.2714,52.82,8607250,115224182784,16.66022,11.827301,-32.873608,,0.34495,,0.2177,-0.005,6.15,0.497,,4.05
CME,Financial Services,Financial Data & Stock Exchanges,314.895,317.75,247.08,2326570,113208655872,28.241705,24.889935,3.9420016,,0.62451,0.1475,0.01574,0.083,1.66,0.28,11.913,2.68
CMCSA,Communication Services,Telecom Services,31.455,35.595127,24.133083,26598860,114600484864,5.83488,7.9028444,1.1697538,,0.16166,0.2141,0.04795,0.012,4.17,0.793,107.863,2.14
CEG,Utilities,Utilities - Independent Power Producers,306.83,412.7,161.35,4094970,111161458688,35.14662,22.687511,6.6770396,,0.11026,0.19839,0.0388,0.003,0.53,1.136,61.51,2.02
BSX,Healthcare,Medical Devices,74.24,109.5,72.69,15004190,110163648512,38.26804,18.948153,4.543174,,0.14437,0.12445,0.059759997,0.159,,0.657,48.921,2.44
SBUX,Consumer Cyclical,Restaurants,94.8999,117.46,75.5,7801850,108119457792,79.08325,32.086468,-12.887005,,0.036310002,,0.06874,0.055,2.62,0.937,,3.75
NOW,Technology,Software - Application,103.38,211.478,98.0,21964470,109080674304,61.90419,20.63436,8.35124,,0.13165,0.15488,0.053850003,0.207,,0.978,18.536,1.4
ADBE,Technology,Software - Application,254.74,453.26,244.28,6434770,106634166272,15.253892,9.656606,9.051629,,0.29997,0.55426,0.18221001,0.105,,1.515,57.266,2.51
SO,Utilities,Utilities - Regulated Electric,94.64,100.84,83.09,9251340,104208564224,23.542288,19.26612,2.9410484,,0.14689,0.11043,0.03281,0.101,3.11,0.447,190.586,5.06
NOC,Industrials,Aerospace & Defense,732.32,745.55,450.13,820600,104516755456,25.174286,24.381222,6.236491,,0.09968001,0.26167,0.066360004,0.096,1.27,0.039,107.257,1.35
HWM,Industrials,Aerospace & Defense,258.41,259.94,105.04,3287430,104010022912,69.84054,47.318565,19.38705,,0.18274,0.30443,0.12127,0.146,0.18,1.248,60.022,4.38
TT,Industrials,Building Products & Equipment,460.935,479.37,298.15,1144940,102207266816,35.052094,27.398966,11.899089,,0.13688,0.36956,0.11642,0.056,0.91,1.211,63.247,2.1
INTU,Technology,Software - Application,361.34,813.7,349.0,4680030,100597055488,24.817307,13.672351,5.2083545,,0.21191,0.21987,0.09776,0.41,1.25,1.234,,2.15
DUK,Utilities,Utilities - Regulated Electric,127.33,130.03,111.22,5332030,99019612160,20.179081,17.787024,1.9474183,,0.15411,0.09724,0.02806,0.144,3.33,0.51,171.39,3.55
UPS,Industrials,Integrated Freight & Logistics,115.65,123.7,82.0,5642860,98198609920,17.629574,14.522108,6.050855,,0.06285,0.33772,0.07443,-0.032,5.7,1.087,175.884,2.56
